sample_index,model_id,official_split,selection_rank_sha256,step_file,step_bytes,step_sha256,file_description,file_schema,manifold_solid_brep,brep_with_voids,closed_shell,advanced_face,has_step_end_marker,validation_status
225,61290_fb0765ef_51,train,00f3ce3033f94a0ed2389f600f5d3564722768716a8d0a5b92549cad05a5a1e6,step/61290_fb0765ef_51.stp,11191,9fc5299bc76651954cd4ba4eefc58d8399268b731d29eb285aec750dfec8a21f,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
226,102314_91648bfc_0,train,00f415a925caeb2b1f421cbf6fb3826bc5b2e16e0a14d0955b30ad6eac9406ce,step/102314_91648bfc_0.stp,9835,88ed928fb45fe19a87535ce59f89633743061726951bda239fdd2906a1affc02,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,5,True,text_audited_kernel_validation_pending
227,31117_cd5cdbdb_37,train,00f5ccbf6d0d1c34ba4aa596a02606c365c39a6a8b81ceb90e0d0b8c062ebf17,step/31117_cd5cdbdb_37.stp,20692,048ac95f000bde40675409120a3d5a47f5d3f0a2181ef99b1d6611de981a8a49,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,9,True,text_audited_kernel_validation_pending
228,81446_048e9b21_1,train,00f6f02c9ef3b498e61bf5f7d9f8cd7facf712af4e4848cbd77c78aa0602ad92,step/81446_048e9b21_1.stp,27989,65c63e2beab6ff198fe46a8f1162294772810daadfbbfee0fd8cd703d1e49276,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,14,True,text_audited_kernel_validation_pending
229,27050_c151822b_1,train,00f790f3ebaad79fa5be3862b12728414131734c3a5f39b50acfca7b61c59012,step/27050_c151822b_1.stp,24935,90738f8303f4afdeda5063dec7a68ee80dc14caff2ffae4fd7f3bb7693cf2a83,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,3,True,text_audited_kernel_validation_pending
230,148043_79ffa007_3,train,00f7b58ab7eb6a736e9e6aaa87aad75d841d350cbe85aa5d5586d709f3b4879d,step/148043_79ffa007_3.stp,77266,804f5a6a59ea56e137886dfe5d50cd363b10f6eff8da2508c361dd232c12d9eb,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,24,True,text_audited_kernel_validation_pending
231,22604_bcab4db9_63,train,00fc1862ac46e9fcaaaffa25ab2340da48708615732b6d15f407c778c2039b63,step/22604_bcab4db9_63.stp,978776,c692781971740f9f6c0960894c0f9e796803d4bacf275b6375afac18cefbf3c2,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,150,True,text_audited_kernel_validation_pending
232,56589_290abfc0_6,train,00fe7768f12709d5768bd5487d52de1c841ced699fcecc4808b04f371186664c,step/56589_290abfc0_6.stp,13417,62e5a8d4b3147b23fb4c600567a2a5791299d71621bf7698ab21260f9ac3ea14,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
233,32743_f4c47bbc_34,train,00fe77a2f20378a06b4b45b8f8faa129fa3daf3e8f07bc0e752dba6d5d220dd9,step/32743_f4c47bbc_34.stp,27065,fcb2bbf2fb4f846c05a95586b0d47a18ce9695b2efa19b711f5e114122454a74,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,13,True,text_audited_kernel_validation_pending
234,45456_81466bae_0,train,0100bddd07d835577d96b562ad89fa288613c19f738a71a16b4eb87f45b4f202,step/45456_81466bae_0.stp,323677,781ee2391f11b5aef8a0510db53d53cd3d199618f4748dee682a3ae4babfbfcf,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,164,True,text_audited_kernel_validation_pending
235,22604_7063d5c9_58,train,010203b85e0751f37d644f51d80eed60ce1309d04dc37fb81565501006538700,step/22604_7063d5c9_58.stp,52360,3b23db8c256b295e4517a457d5303d16d99f29d10454b9123f2b915bd3b49cdc,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,27,True,text_audited_kernel_validation_pending
236,138035_0f1c0565_0,train,010205bdfc62c12a2c0057419c7d2714887d39999ff5cc7ac341aa0bad1b8dc9,step/138035_0f1c0565_0.stp,897471,d2438248e0d5435e2b8cd32ca2a67dcc60792d3547354ef62ddea4485c9d9f82,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,291,True,text_audited_kernel_validation_pending
237,33975_49d8cef7_6,train,0102d3cf8b54d9125df114ac5e5bb5f971915dd10c0441f9342d5a274faa6583,step/33975_49d8cef7_6.stp,36600,1e86c4631fcb74fc60f32eb217ff33118ec81acb0ae05f77017dcb34e7403f3a,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,19,True,text_audited_kernel_validation_pending
238,94594_4364e701_2,train,01043da39e475fb0ec7eee99759ac2b5ae4702e32168316acd81d2305d565639,step/94594_4364e701_2.stp,14557,f39780071d14d748f0d721f436cef1fb9f4e1dae692bab9685148b91a6e60010,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,7,True,text_audited_kernel_validation_pending
239,143964_137cb0c5_1,train,010508955514e903a09d2530bf09c56924431141f6798a6d90448f204b4a8138,step/143964_137cb0c5_1.stp,24231,733b9588db1a8b0985a769d271e4425b1f5cd4a0f2f512bc5e75c2c9c3a23bcc,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,14,True,text_audited_kernel_validation_pending
240,60719_76b5da02_3,train,010545ace1b438a3454823a29069306833d70ce53290825707ac89f9974da7b6,step/60719_76b5da02_3.stp,26207,d73457be93cecee9b2a1ee49a6cd2598b86b94d980b9cb43ed1bfdd9071c79a2,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,12,True,text_audited_kernel_validation_pending
241,23482_233a3ef3_4,train,01055299f32e231cffc239fe2e45db44c6881f72bf95e84f4f440af8c38ebf08,step/23482_233a3ef3_4.stp,27097,c91ed98a6950b660a282222436bcdd2d255375b2c34ab84063690c950e4d78e4,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,11,True,text_audited_kernel_validation_pending
242,21330_f0cee934_44,train,01086f94d455ed4baaa6cdc45b6b2e9020a9cf94e239f824e96b359a66ce6c30,step/21330_f0cee934_44.stp,24260,b58d65b54323559ff6c536a1b68679e8e6435880346d2bef36ba5f5a36a77dec,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,13,True,text_audited_kernel_validation_pending
243,25354_ce952bc1_32,train,01092daa16260a4b4a3b2e5a80d4ea85c03cbc0163bb5b17455910c7c9baad1e,step/25354_ce952bc1_32.stp,184930,3773e923c0b9d3c598c036f9354ff96efb56be982d78af9707fd25c66bf63eab,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,62,True,text_audited_kernel_validation_pending
244,56250_3b6024e3_60,train,010a07ca75314ca870db63f4398083933648d39c8fe6b28eeaba926b896b6e5b,step/56250_3b6024e3_60.stp,28311,b5b0e47c58fdae8a9900b753e86e22be23004d90aa0d1dea1ce71e7575e567e0,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,14,True,text_audited_kernel_validation_pending
245,88233_b549fa43_0,train,010a990cdcfa28a4ee252accb02a422b4e00575748266cda8daaf8f0e1a8beaa,step/88233_b549fa43_0.stp,11820,c404850c75681ab30dfc62d01d23d3ab7efb56c8b7484b2253cdce1aff352b6c,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
246,22535_0ba01cc9_17,train,010ada7536575bd401bc8deca5ec58230b80fe71abaf2113ee62cef2740f18ff,step/22535_0ba01cc9_17.stp,9946,16ceedc0b36522e0805ae0bb056dc0a28822e5eef1e25e077c5870850abb6128,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,5,True,text_audited_kernel_validation_pending
247,27694_7801dc67_5,train,010e9064749b78c2420c7640b82e3f01301976e466510da19e0a095ea1b003ef,step/27694_7801dc67_5.stp,14823,0609f9b18f406540f01398d039023c35ab78847018754b5d56c7e89ee2d9601e,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,9,True,text_audited_kernel_validation_pending
248,56477_620f7fc8_12,train,010efd10814dc984dc9367821b1874477c46f021d1b329accb9885a0c56e84c4,step/56477_620f7fc8_12.stp,50411,646ab64f7b9736bae8aa0c89c973eee8d9aca7dc5800842ce8df785dae0091a5,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,16,True,text_audited_kernel_validation_pending
249,23168_7fdf5427_17,train,0111024aef90de0424128e0b2871f6bccbcb8cd1d4b948b984cab17aa71851a4,step/23168_7fdf5427_17.stp,27948,1b48993c6313a8e3082fe9ecf23baf71e40b94cd5b24fe03db1a3954da2674a6,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,14,True,text_audited_kernel_validation_pending
250,112920_757c6713_4,train,0112bfb542b7177b41d1b45596add91b49ff27811abdb537f2634466987fc254,step/112920_757c6713_4.stp,6787,41f704c25c0bed5d0071fd0c092c86cd1e01a72306fc4e3882a0cdcd8818980c,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,3,True,text_audited_kernel_validation_pending
251,25156_78e996ae_4,train,01138f5a300509c993eeb826bf8ee38a77428b89d3f556b8f11108ce4522e52e,step/25156_78e996ae_4.stp,113541,706d3f044e721a844ab292b6aecee48d8f777bcdf94c5def073327e6554255eb,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,43,True,text_audited_kernel_validation_pending
252,56355_727ca47c_4,train,0113d1cd8f71f60c6aec79f6248f28c9f8eb5a36f46139089255fb94fa778184,step/56355_727ca47c_4.stp,11842,c97715eb41350f3dbb9cab01d119f74c920b6c2b76e429d3592abae18dcf8fef,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
253,85617_4879c1a8_0,train,011607dc969f0f801fae4a7c983ed489c3b8990dbef86bc918f1cc27b7957344,step/85617_4879c1a8_0.stp,79219,135ffc921b298e79f6929b337a0d0f077c3fc744f9dbdd750e41ea00d43efad9,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,38,True,text_audited_kernel_validation_pending
254,51883_d97df863_1,train,0116f21c97cac39305128e2268d8ed27bb3ac2b315fda55032e945d7c173c6ab,step/51883_d97df863_1.stp,29655,2da8735cc38c223ae1a8240e99997820c9d2b7203bc4ef736fa7a919209c1151,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,14,True,text_audited_kernel_validation_pending
255,118617_9a4459c9_1,train,011f220e85aba16f8e5f011440a736c376ed0d508d7d2fa5b55c1ba833680b03,step/118617_9a4459c9_1.stp,14031,d22e794d77402b922388b1340ff0dcb419dec1c91775c84b159fe141ba8f0e03,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,7,True,text_audited_kernel_validation_pending
256,133165_d792ccda_0,train,011fd4cd92c1c9a69a5389611e56363234e14fabc090cbaa5b92db65dde7ef10,step/133165_d792ccda_0.stp,18866,dcff94d6376340dd2b63807d959608b36985e1a1cbe262b80d9b1e5534d98979,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,10,True,text_audited_kernel_validation_pending
257,43334_ed3db3e8_5,train,012208a7e01df2b6c434b455a9fe8fe8d783577170540e93ccd3b885d6a9c066,step/43334_ed3db3e8_5.stp,8523,7389f10d12e2ab5d11402be91df74d892a27a9b07f20863b63e1ad0efd0f03cb,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,4,True,text_audited_kernel_validation_pending
258,23418_18c3b38d_4,train,0124f2c6a537dfa125a4d7f629d629c8c6d2f30e06820a9c75892581be1c8b0f,step/23418_18c3b38d_4.stp,10621,0d0870dbd35c4118b9744fe5087034aa170bda57b44f7167b387ee6007ec1744,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
259,86296_8a6ed4d3_92,train,01269fefcc368729e9713514c59a49571d58f99293f8fdb76aba8e126b097266,step/86296_8a6ed4d3_92.stp,81090,b5481052c5c5d4d694a78de415ef1c5c890b3c801c8711233ff2ef49c87b1d3f,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,23,True,text_audited_kernel_validation_pending
260,55807_a441abd1_0,train,0126dadf473dafee5698ca8726da5846c02d09ab498104f803067d749011b953,step/55807_a441abd1_0.stp,58933,a2d494571fd6d95226ccd3d20e859676caf5fe267909fdf2399db428bb3b6074,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,12,True,text_audited_kernel_validation_pending
261,120212_e7381791_34,train,012a075349dd10d437e6e4b8b0bb5a173243e953475bbcd3a87ab1360316a947,step/120212_e7381791_34.stp,78156,b5bc26e2f14ccfbe6a5d782c9b63c35babd60b5dac6d7d834e96feb41e700315,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,26,True,text_audited_kernel_validation_pending
262,38668_a85118f9_0,train,012a7d82a886b88235582e855c88c76b19a1c371a68f2807e5df044bd61e611c,step/38668_a85118f9_0.stp,11317,05ca6be43061c225a69230da1cbe232422061d5ced1c8238fa59a430c480c77e,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
263,135872_a6ca0e40_8,train,012b7b4d20fa04039c71f1b063834b65674cf6399c11b20af63b217a3585ef47,step/135872_a6ca0e40_8.stp,20642,7f5d85220f62b45ce143e24105bd996f360e53f4c4ecdb1845b23fb9b0766146,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,13,True,text_audited_kernel_validation_pending
264,131464_f56eebcc_4,train,012c1f8545b24b0cfc29bfac191a2fca4633c51e26bc69fbc0da04f5d70211b5,step/131464_f56eebcc_4.stp,32758,29807c1cf0e174adf27362052292d032bd8077c4c83ed53055c7588d8249d92d,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,16,True,text_audited_kernel_validation_pending
265,53108_f64825a4_7,train,012c7269bafc4565a3960edc900e758ae332e14bb5dd28b6b3efef4c7f2cfb72,step/53108_f64825a4_7.stp,17818,01790ee34e2ec4eb017d81d8faae1b1e710cc9e075d194dc23281a3bb63100aa,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,8,True,text_audited_kernel_validation_pending
266,27449_088a5bd0_1,train,012cf37afede60dca563259e2c9be2a326a0792aa118caa680d24b3179580ee6,step/27449_088a5bd0_1.stp,253015,5314bf8b5ed3d785d63895ccc249900a8565c2eab5e1a5c20d762e05e96704e5,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,18,True,text_audited_kernel_validation_pending
267,44998_b4e41716_94,train,012d76c6128b42bb8ceadeb37aa78bed0413e67ea2a702f3b4d2de48689acd66,step/44998_b4e41716_94.stp,16135,49d1c3482523f86b4c55b623ac1f86965a7ff02ea30a4f979e139de0773d4fee,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,8,True,text_audited_kernel_validation_pending
268,44519_90af0df6_7,train,01314e1690079e6ab112d1d8cb101630ec983ea1c0529abf2c7f178ada07ab88,step/44519_90af0df6_7.stp,18452,6e3de4dafe909c37a6443a97e65c05a8a80d490c82061b7baf77178a93f2e2d4,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,9,True,text_audited_kernel_validation_pending
269,40413_c590b4b4_5,train,01347b3e78b6e693aa054c18aa6236c0c1af608c6b26697adea5929f2efd35d8,step/40413_c590b4b4_5.stp,28315,c17e88d2c00e5dc99baf1b3e83cea9849db52552d60d474ba54d4e06cdf0b4f9,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,14,True,text_audited_kernel_validation_pending
270,22686_afe3a61e_0,train,0135c7e160d58f52c1a13ab047bca5f1d80add074656c6aa7f5c5045f00e6fc0,step/22686_afe3a61e_0.stp,61867,b167ddcb85bc19b57315662ba0accc4cd0f365c8fa025deebed63349007161b7,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,32,True,text_audited_kernel_validation_pending
271,23031_0d684603_7,train,013ad42d49ce789fc6abdbce69c76d47eafca3c6dd5f6d96925966ae1a909c60,step/23031_0d684603_7.stp,38582,3afa9d034c0d4a121f95dd11ab34301324ff5009eda0e2fe16fe9a1b53134d88,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,19,True,text_audited_kernel_validation_pending
272,30910_38ea5a06_22,train,013bcbe00d14e2c38897ebf1bbe61e16ad0135a2204083ea2ae806c0a403b058,step/30910_38ea5a06_22.stp,31845,42a8d040fccc31eb20ee57deebf92c740d32f35ada888b00ebf008e208b96603,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,18,True,text_audited_kernel_validation_pending
273,130273_bea3b1ca_10,train,01429f04226b284bc54c3f234654e8207273f1d715eaca3ee35b7708cc71e97c,step/130273_bea3b1ca_10.stp,11952,7b8e59abaabe2c5af6bd55f1bcd0e06e7650f9cae5097da859f7ba235667dd5d,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
274,73388_10a40b49_29,train,01471386f860492d647c1a2b81f004655f3b6c19310c7a3841295e1ed97494f4,step/73388_10a40b49_29.stp,8463,8f6d2fd02ab91852bc6e60b669cda393e0859f948d3f9bcbf529aa07683bf131,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,4,True,text_audited_kernel_validation_pending
275,116991_1a3aaea3_2,train,014a02edac64adc8ffd6c4cf7e72c337eb6a8e06c51cf8c944820915c72b13b7,step/116991_1a3aaea3_2.stp,35139,1a394c100f9515bca39f666569dc4d9330984746c9f441cfe10ea41bf07d6f5b,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,11,True,text_audited_kernel_validation_pending
276,140329_34b663b2_0,train,014a16d6332ff2cbbe85aa8114552e44672fb4a1a4924026c797d40af04649d5,step/140329_34b663b2_0.stp,25185,a00aefbf434843e2935db28a9f5c4a5298ee85542a700d5b83e8fb54631ff0c6,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,13,True,text_audited_kernel_validation_pending
277,51913_1fa125b4_14,train,014aad39d2f14c85927ffa4ad95b4ffd82d86f12ae0381ec3d4ec489028ee232,step/51913_1fa125b4_14.stp,11570,0c338835cb0271d3e181c635fd1bfdba2bb6a75625bf329f3c92678160c24518,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
278,110423_d91efa4c_0,train,014c8779eb778a45487efa75369ff9ec13c0d3ae233572f2963c81f1d39a8b7a,step/110423_d91efa4c_0.stp,17709,88a53564385eabed3e06b237d2838bef1fbe2ed452631acc87a5792bcf3b9f0b,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,10,True,text_audited_kernel_validation_pending
279,125002_7287b175_0,train,014e6d5de00f3a2c6526856bea61ffdba7444c74b631f771aca62a9124b07907,step/125002_7287b175_0.stp,256836,718d79a9637f3f73ac3caf6357586953b6d7e356ffda236eb65783c38fff0c60,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,134,True,text_audited_kernel_validation_pending
280,140063_745a3b65_1,train,015158a11ee3580cb04acda0847e31373a4f68dec41cd10edbcbcb148f973805,step/140063_745a3b65_1.stp,75993,c2cd298757a3d921a49530dfbd16319a4be9217b3bc10a1d856ab5068c3251ce,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,38,True,text_audited_kernel_validation_pending
281,127099_f6719ba3_1,train,0156c4df63d45f8231df1095cf6e0c0f9f3abdcfd9f969ec6d2677a5df54a7e9,step/127099_f6719ba3_1.stp,27547,9dd820793908d59deb42c823eb675f0d4ca50243a7ad8d95df11a0f8fb6f2cba,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,14,True,text_audited_kernel_validation_pending
282,30905_511b96bf_14,train,0156cfa698c647733226606a43ca64ad3e58876410a2dec6dbbf59342139848e,step/30905_511b96bf_14.stp,18902,c145923dd37c48f29fd05f35fecffbbd378d38ae181b376830e3c926420efd32,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,9,True,text_audited_kernel_validation_pending
283,51795_850e53f3_3,train,0157cd96e0d726c116a154063e5dc44fd39091a7083cc2ed5551edab81e091fb,step/51795_850e53f3_3.stp,124637,c5193a4640440c9d72e519c181b883d357ddd23e555cc1ce797aefbe44d1c180,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,59,True,text_audited_kernel_validation_pending
284,85197_ab93428f_34,train,01600d0ffe6f9dc86fc374b7b27880cf5c54e95315680a5e8492e0a7294a9060,step/85197_ab93428f_34.stp,138083,c9c81285f2e777f848c7e9670ebe5db9db26d509b34df8fb3b785f47406d51e7,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,69,True,text_audited_kernel_validation_pending
285,123094_af46c5e1_7,train,016089ba9f223a094b1094fc48f317c4d142d1aa960fef6f79949d3ca171feba,step/123094_af46c5e1_7.stp,64917,056b8ec492d0890109cdf8396cb15a325c98b44f0afcfa00e3c8749f48cc8b95,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,21,True,text_audited_kernel_validation_pending
286,41125_711db4bf_21,train,01612e67f3428327cb8e0d7aecb31139a5b104bcc5b24b3d2ef246dec49ec642,step/41125_711db4bf_21.stp,13540,776f2a20fde942cf70a23e6f89995d281fd7cee172c37a752566ac8d16cced4c,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,8,True,text_audited_kernel_validation_pending
287,24936_61e1dc0f_9,train,0161580650e2b409e8e9b84e2da1bafdc91863a852951cde94d7f1df573330b4,step/24936_61e1dc0f_9.stp,12496,ddb0eaefc02d144f1adf08a0692bbb97df1f14f9743f05a11311dce1830f1bcd,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
288,53078_b592f2bd_18,train,01653bba6cd397ab247fcb5ed9f5e6a388df77fa52787be38432ac3ccc188179,step/53078_b592f2bd_18.stp,21871,04228e0be80bf61f803746fe65af225c43fec3e8b82e36318e6fe0914201379f,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,12,True,text_audited_kernel_validation_pending
289,54819_28228c3f_0,train,01657ecb6411b4a26bf481db5957593be4c7b12883bdb114da7b40cbc8ad669d,step/54819_28228c3f_0.stp,160017,27c1270c9c4890020143f3b386bce85c7a1eec9f21cf7bd8fbf6bde77d1dad4b,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,76,True,text_audited_kernel_validation_pending
290,23258_87a2ba81_5,train,01662dc4226a3281b1caf88014c9da27660b048b485e34ce30b84e5c02aecd0a,step/23258_87a2ba81_5.stp,74700,fa714b404ab4a92fe138e656ffb1d4143c1761c5914080f61b31a7d57fc74d02,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,29,True,text_audited_kernel_validation_pending
291,49307_ee6922d7_2,train,016cdec05a7094b68509a4267d8ddee9915429132656d5b1193f92a4ed077431,step/49307_ee6922d7_2.stp,33424,e0130a5112173ca248ee5ed9b18357db4c60cc488c6efaff9da884e27587d866,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,17,True,text_audited_kernel_validation_pending
292,33770_b5473043_11,train,016d5e7c22a66a6cbaf5f5024f8b1965bb85fbd59e54aa357ac9532bcf298a73,step/33770_b5473043_11.stp,10207,8cf02ac74d658612680cf8cd7b4ac591fdbcc8d0718a4b54df2da430f213ba0a,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,5,True,text_audited_kernel_validation_pending
293,49413_4e7d47f7_0,train,016d706f57d34194341f429b658cf0bb0def34776a1664ba504ad6e306c9cc4e,step/49413_4e7d47f7_0.stp,29017,19e6d064fe3a2bfdba2371844144c0972f4e9d823799297f118f0bc5860e5317,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,14,True,text_audited_kernel_validation_pending
294,39468_15fb2e60_45,train,0171b639c185961a36e1110fda41b603f9cb9f046485a31bccea86765194d63d,step/39468_15fb2e60_45.stp,75672,bd82fdd109c5d92203fa7e20ac30e6dc99b1a896f17ad14fb380a3a292a37f53,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,39,True,text_audited_kernel_validation_pending
295,140732_1f417cd0_0,train,0173a9616f10d631c097dde1a7b7c6849bbf6586fa31cb3c4011411a4c7f573d,step/140732_1f417cd0_0.stp,90745,23b844b4ed7137c1cf249315b2a84cdb5928e80f2463cbaaa5606f4788f1db6d,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,42,True,text_audited_kernel_validation_pending
296,25203_1cc0cb3c_52,train,0178a04828e86cbdf551ce769382bc08b2921bd145737523adeef4ca9002a684,step/25203_1cc0cb3c_52.stp,6265,00028cd1be35f55da7cd16b409fbb1b783c082fcfd98c05b3dd7d93f42010498,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,3,True,text_audited_kernel_validation_pending
297,141533_f361f8c3_0,train,017a3237cee223803aa056706bfd37f49e7b07c49fe96956e5d94fc27e5a46cb,step/141533_f361f8c3_0.stp,116984,9dd0e9166857de4a6f1d9bbaea7a4721c099c077ba121ae1d71ed4dcbd6154dc,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,63,True,text_audited_kernel_validation_pending
298,23054_311abee4_6,train,017aa40d756173d790349aa5ad3a903073bdeb62fc9ff4ed3a9aa3145fd234a8,step/23054_311abee4_6.stp,175818,478bab8350732717609b878945ca7e166c19ec5e1885c502f0cc599a13f58c58,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,37,True,text_audited_kernel_validation_pending
299,34565_446b7a71_0,train,017c6dcf95e623ba2ef68b6fe48d7a24fb53cdfc9a5a806f60157bb0a553da2c,step/34565_446b7a71_0.stp,17510,462be2da0c3368a06d1b6da6f0b3b6f22524cb0721624bd06c9adaa03e783ccc,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,8,True,text_audited_kernel_validation_pending
